id,fase,señal_base,variantes,intención,fuente,tipo,peso,url_fuente,fecha_hallazgo,confiabilidad
f1_172,Fase1,2000 a 4000 pesos semanales en Facebook,"2mil a 4mil semanal, entre 2 y 4 mil",incentivo_económico,Infobae,económica,0.75,https://www.infobae.com/mexico/2025/03/19/no-robar-no-drogarse-y-no-pelearse-testimonios-revelan-las-reglas-en-escuela-de-sicarios-del-cjng/,2026-04-25T00:55:23.959361,alta
f1_173,Fase1,El Gallito de Fuerza Regida,"El 03, El Flaco, Gente del General (canciones CJNG)",narcocultura,Politico.mx,sociocultural,0.55,https://polls.politico.mx/2025/05/14/las-canciones-usadas-por-el-narco-para-reclutar-en-tik-tok/,2026-04-25T00:55:23.959361,alta
f1_174,Fase1,Fierro por la 300,"Fierro por la 300, Lenin Ramírez",narcocultura,Politico.mx,sociocultural,0.5,https://polls.politico.mx/2025/05/14/las-canciones-usadas-por-el-narco-para-reclutar-en-tik-tok/,2026-04-25T00:55:23.959361,alta
f1_175,Fase1,Las cuatro de las cuatro letras,"canción CJNG, Los Alegres del Barranco",narcocultura,Politico.mx,sociocultural,0.55,https://polls.politico.mx/2025/05/14/las-canciones-usadas-por-el-narco-para-reclutar-en-tik-tok/,2026-04-25T00:55:23.959361,alta
f1_176,Fase1,Comandante Toro,"Beto Vega Comandante Toro, corrido CJNG vs Sinaloa",narcocultura,Politico.mx,sociocultural,0.5,https://polls.politico.mx/2025/05/14/las-canciones-usadas-por-el-narco-para-reclutar-en-tik-tok/,2026-04-25T00:55:23.959361,alta
f3_121,Fase3,te toca pagar tu cuota,"paga la cuota, es hora de la cuota, ya toca cuota",extorsión,Derivado,coercion,0.85,,2026-04-25T00:55:23.959361,media
f3_122,Fase3,si no pagas te cerramos el negocio,"te quemamos, cerramos tu changarro, te levantamos",extorsión,Infobae,coercion,0.9,https://www.infobae.com/america/mexico/2021/02/02/al-estilo-del-padrino-pero-con-una-cabeza-de-cerdo-mantas-y-redes-sociales-asi-amenazan-los-narcos-en-mexico/,2026-04-25T00:55:23.959361,alta
f3_123,Fase3,sabemos dónde van tus hijos a la escuela,"sabemos los horarios de tus hijos, conocemos su escuela",amenaza_familiar,Infobae,coercion,0.95,https://www.infobae.com/america/mexico/2021/02/02/al-estilo-del-padrino-pero-con-una-cabeza-de-cerdo-mantas-y-redes-sociales-asi-amenazan-los-narcos-en-mexico/,2026-04-25T00:55:23.959361,alta
f4_137,Fase4,cobra la cuota de tu zona,"ve a cobrar el piso, cobra la renta a los locales",orden_extorsión,Derivado,operativo,0.75,,2026-04-25T00:55:23.959361,media
f2_162,Fase2,lo siento quién eres te encontré en mi libreta,"disculpa quién eres, te tengo en mis contactos",contacto_inicial_estafa,ADN40,funcional,0.6,https://www.adn40.mx/es-tendencia/extorsion-por-whatsapp-como-son-los-mensajes-que-reciben-las-victimas,2026-04-25T00:55:23.959361,alta
f3_124,Fase3,te encontraré atente a las consecuencias,"te voy a encontrar, vigila tu espalda",amenaza_WhatsApp,ADN40,coercion,0.85,https://www.adn40.mx/es-tendencia/extorsion-por-whatsapp-como-son-los-mensajes-que-reciben-las-victimas,2026-04-25T00:55:23.959361,alta
f2_163,Fase2,reunámonos y divirtámonos grupo WhatsApp,"únete al grupo, ven a divertirte, grupo exclusivo",contacto_grupo,ADN40,funcional,0.6,https://www.adn40.mx/es-tendencia/extorsion-por-whatsapp-como-son-los-mensajes-que-reciben-las-victimas,2026-04-25T00:55:23.959361,alta
f2_164,Fase2,soy otro niño como tú,"también soy menor, tengo tu edad, soy de tu edad",suplantación_edad,Gobierno Guanajuato,emocional,0.75,https://efectoprevencion.guanajuato.gob.mx/ninas-ninos-y-adolescentes/ciberacoso-sexual/,2026-04-25T00:55:23.959361,alta
f2_165,Fase2,te ofrezco ser mi novio/novia,"quieres ser mi novia, seamos novios, noviazgo virtual",enganche_sentimental,UNAM,emocional,0.7,https://www.gaceta.unam.mx/de-que-se-trata-eso-del-grooming-y-como-cuidamos-a-las-infancias-y-adolescencias/,2026-04-25T00:55:23.959361,alta
f3_125,Fase3,si no me mandas más fotos le cuento a todos,"le digo a tu escuela, lo sabe todo mundo",amenaza_difusión,Gobierno Guanajuato,coercion,0.9,https://efectoprevencion.guanajuato.gob.mx/ninas-ninos-y-adolescentes/ciberacoso-sexual/,2026-04-25T00:55:23.959361,alta
f2_166,Fase2,esto es un secreto entre nosotros,"nadie tiene que saber, es nuestro secreto, privado",aislamiento,UNAM,emocional,0.8,https://www.gaceta.unam.mx/de-que-se-trata-eso-del-grooming-y-como-cuidamos-a-las-infancias-y-adolescencias/,2026-04-25T00:55:23.959361,alta
f2_167,Fase2,me voy a casar contigo,"nos casamos, vamos a estar juntos, formamos familia",enganche_sentimental,Lado B,emocional,0.75,https://www.ladobe.com.mx/2019/11/de-amor-mentiras-y-trabajo-los-metodos-de-trata/,2026-04-25T00:55:23.959361,alta
f2_168,Fase2,te voy a sacar de aquí,"te saco de tu pueblo, vámonos lejos, nueva vida",enganche_sentimental,UNODC,emocional,0.75,https://www.unodc.org/lpomex/es/articulos/2022/uso-y-abuso-de-la-tecnologa-en-el-enganche-a-vctimas-de-trata-de-personas.html,2026-04-25T00:55:23.959361,alta
f3_126,Fase3,ya no eres civil eres soldado,"eres sicario ahora, ya perteneces, ya eres de los nuestros",imposición_identidad,Derivado,coercion,0.85,,2026-04-25T00:55:23.959361,media
f3_127,Fase3,el que se raja no sale vivo,"rajarse es morirse, no hay marcha atrás",amenaza_deserción,Derivado,coercion,0.9,,2026-04-25T00:55:23.959361,media
f3_128,Fase3,tú ya manchaste las manos,"ya tienes sangre, ya mataste, ya no hay vuelta",retención_culpa,Derivado,coercion,0.9,,2026-04-25T00:55:23.959361,media
f3_129,Fase3,aquí se obedece o se muere,"obedeces o te mueres, órdenes son órdenes",amenaza_muerte,Derivado,coercion,0.95,,2026-04-25T00:55:23.959361,media
f3_130,Fase3,ya saben que trabajas con nosotros,"los rivales ya saben, te tienen fichado",amenaza_exposición,Derivado,coercion,0.85,,2026-04-25T00:55:23.959361,media
f1_177,Fase1,te presento a mi patrón,"conoce al jefe, te llevo con el mero mero",presentación_jerárquica,Derivado,funcional,0.6,,2026-04-25T00:55:23.959361,baja
f1_178,Fase1,hay vacantes en mi empresa,"mi empresa busca gente, donde trabajo hay lugar",oferta_falsa,Derivado,económica,0.6,,2026-04-25T00:55:23.959361,baja
f1_179,Fase1,no preguntes solo ven,"no hagas preguntas, solo di que sí, ven y ya",presión,Derivado,funcional,0.65,,2026-04-25T00:55:23.959361,baja
f1_180,Fase1,el patrón paga bien y rápido,"el jefe paga bien, aquí sí se gana",incentivo,Derivado,económica,0.65,,2026-04-25T00:55:23.959361,baja
f1_181,Fase1,yo empecé de abajo y mira cómo estoy,"mira mi troca, mira mi vida, así vivo yo",aspiracional,Derivado,sociocultural,0.6,,2026-04-25T00:55:23.959361,baja
f1_182,Fase1,trabaja inteligente no trabaja duro,"el dinero fácil, no seas burro, trabaja con la cabeza",aspiracional,Derivado,sociocultural,0.55,,2026-04-25T00:55:23.959361,baja
f1_183,Fase1,te pago más que lo que ganas en un mes,"en un día ganas más, lo que ganas en un mes aquí es un día",incentivo_económico,Derivado,económica,0.7,,2026-04-25T00:55:23.959361,baja
f2_169,Fase2,te mando fotos de cómo se vive aquí,"mira las fotos, así se vive, mira el estilo",aspiracional_digital,Derivado,funcional,0.55,,2026-04-25T00:55:23.959361,baja
f2_170,Fase2,ven a conocer te va a gustar,"ven a ver cómo está, conoce el lugar",enganche,Derivado,funcional,0.6,,2026-04-25T00:55:23.959361,baja
f2_171,Fase2,solo es de entrada después haces lo que quieras,"solo al principio es pesado, luego es fácil",minimización,Derivado,emocional,0.65,,2026-04-25T00:55:23.959361,baja
f2_172,Fase2,ya hablé con el jefe y te quiere conocer,"el patrón quiere verte, el jefe pregunta por ti",presión_social,Derivado,funcional,0.7,,2026-04-25T00:55:23.959361,baja
f2_173,Fase2,mira cuánto gané esta semana,"screenshot de dinero, foto de billetes, ostentación",aspiracional_digital,Derivado,económica,0.65,,2026-04-25T00:55:23.959361,baja
f2_174,Fase2,te consigo novia aquí hay muchas morras,"hay morras, te presentamos chavas, aquí hay de todo",incentivo_social,Derivado,emocional,0.55,,2026-04-25T00:55:23.959361,baja
f3_131,Fase3,te filmé haciendo eso y tengo el video,"te grabé, tengo evidencia, video tuyo comprometedor",chantaje_video,Derivado,coercion,0.9,,2026-04-25T00:55:23.959361,media
f3_132,Fase3,ya le debes al patrón,"tienes deuda con el jefe, el patrón quiere su dinero",retención_deuda,Derivado,coercion,0.85,,2026-04-25T00:55:23.959361,media
f3_133,Fase3,tu familia no te va a creer,"nadie te va a creer, quién te va a ayudar",aislamiento_psicológico,Derivado,emocional,0.8,,2026-04-25T00:55:23.959361,media
f3_134,Fase3,ya estás metido demasiado profundo,"ya estás adentro, ya no hay salida, estás hundido",retención,Derivado,coercion,0.85,,2026-04-25T00:55:23.959361,media
f3_135,Fase3,si me dejas publico nuestras conversaciones,"publico los chats, expongo todo, capturas de pantalla",amenaza_digital,Derivado,coercion,0.85,,2026-04-25T00:55:23.959361,media
f4_138,Fase4,ve al punto y espera instrucciones,"al punto, espera indicaciones, posiciónate",orden_directa,Derivado,operativo,0.7,,2026-04-25T00:55:23.959361,baja
f4_139,Fase4,mueve el paquete de A a B,"lleva la carga, transporta el paquete, mueve la mercancía",orden_transporte,Derivado,operativo,0.75,,2026-04-25T00:55:23.959361,baja
f4_140,Fase4,cobra y reporta,"cobra la cuota y avisa, reporta la lana",orden_directa,Derivado,operativo,0.7,,2026-04-25T00:55:23.959361,baja
f4_141,Fase4,cuida la cocina,"vigila el lab, cuida la cocina, no dejes entrar a nadie",orden_directa,Derivado,operativo,0.75,,2026-04-25T00:55:23.959361,baja
f4_142,Fase4,entrega el sobre,"el sobre, la lana, el dinero, entrégaselo al contacto",orden_directa,Derivado,operativo,0.65,,2026-04-25T00:55:23.959361,baja
f4_143,Fase4,hay un encargo,"encargo del patrón, hay trabajo, hay tarea",eufemismo_violencia,Derivado,operativo,0.8,,2026-04-25T00:55:23.959361,media
f4_144,Fase4,dale piso,"piso a ese, dale piso, elimínalo",orden_violenta,Derivado,operativo,0.95,,2026-04-25T00:55:23.959361,media
f4_145,Fase4,haz el jale limpio,"limpio, sin testigos, que no quede nada",orden_violenta,Derivado,operativo,0.9,,2026-04-25T00:55:23.959361,media
f4_146,Fase4,desaparece el cuerpo,"deshaz del cuerpo, que no lo encuentren, encajuela",orden_violenta,Derivado,operativo,0.95,,2026-04-25T00:55:23.959361,media
f1_184,Fase1,💰💵 dinero emoji,"💰 bolsa dinero, 💵 dólar, money bags",incentivo_visual,Derivado,simbólica,0.5,,2026-04-25T00:55:23.959361,baja
f1_185,Fase1,🔫💪 arma y músculo,"🔫 pistola, 💪 fuerte, poder emoji",narcopropaganda,Derivado,simbólica,0.55,,2026-04-25T00:55:23.959361,baja
f1_186,Fase1,👑 corona,"👑 king, corona, el patrón, el jefe",jerarquía,Derivado,simbólica,0.5,,2026-04-25T00:55:23.959361,baja
f4_147,Fase4,📍 ubicación compartida,"📍 pin, ubicación, localización compartida",operativo_digital,Derivado,simbólica,0.6,,2026-04-25T00:55:23.959361,baja
f1_187,Fase1,gu4rd14,"guard1a, gu4rdia, guardia (leet)",evasión_filtro,Derivado,funcional,0.45,,2026-04-25T00:55:23.959361,baja
f1_188,Fase1,ch0f3r,"chof3r, ch0fer, chofer (leet)",evasión_filtro,Derivado,funcional,0.45,,2026-04-25T00:55:23.959361,baja
f3_136,Fase3,m4tar3,"mat4re, m4tare (leet amenaza)",amenaza_evasiva,Derivado,coercion,0.6,,2026-04-25T00:55:23.959361,baja
f1_189,Fase1,4rm4s,"arm4s, 4rmas (leet)",evasión_filtro,Derivado,funcional,0.45,,2026-04-25T00:55:23.959361,baja
f1_190,Fase1,n4rc0,"narc0, n4rco (leet)",evasión_filtro,Derivado,funcional,0.45,,2026-04-25T00:55:23.959361,baja
f1_191,Fase1,#vidabuchona,"#buchona, #estilobuchon, vida buchona TikTok",narcocultura,Derivado,hashtag,0.5,,2026-04-25T00:55:23.959361,baja
f1_192,Fase1,#cartellife,"#narcolife, #cartellifestyle, cartel life TikTok",narcocultura,Derivado,hashtag,0.5,,2026-04-25T00:55:23.959361,baja
f1_193,Fase1,#corridos2025,"#corridosbelicos, #corridosnuevos",narcocultura,Derivado,hashtag,0.45,,2026-04-25T00:55:23.959361,baja
f1_194,Fase1,#chapiza,"#lachapiza, #chapitos, chapiza TikTok",identidad_cartel,Derivado,hashtag,0.7,,2026-04-25T00:55:23.959361,media
f1_195,Fase1,#sueldobueno,"#pagasemanal, #ganadinerofacil, #dinerorapido",reclutamiento,Derivado,hashtag,0.55,,2026-04-25T00:55:23.959361,baja
f1_196,Fase1,con cara de niño bueno y bolsillos de narco,"cara de santo bolsillos llenos, parece santo pero gana",aspiracional,Derivado,sociocultural,0.45,,2026-04-25T00:55:23.959361,baja
f1_197,Fase1,primero Dios y luego el patrón,"Dios y el patrón, la fe y el jefe",lealtad,Derivado,sociocultural,0.5,,2026-04-25T00:55:23.959361,baja
f1_198,Fase1,de la nada a todo en 6 meses,"en poco tiempo estás arriba, rápido creces",aspiracional,Derivado,sociocultural,0.5,,2026-04-25T00:55:23.959361,baja
f1_199,Fase1,mejor vivir 5 años como rey que 50 como buey,"vivir rápido morir joven, vida corta pero buena",aspiracional,Colmex,sociocultural,0.6,,2026-04-25T00:55:23.959361,media
f2_175,Fase2,mándame una foto en traje de baño,"foto en bikini, foto sin playera, enseña un poco",escalamiento_sexual,Derivado,emocional,0.75,,2026-04-25T00:55:23.959361,media
f2_176,Fase2,solo entre nosotros nadie más lo va a ver,"es privado, nadie lo ve, solo yo",manipulación,Derivado,emocional,0.8,,2026-04-25T00:55:23.959361,media
f3_137,Fase3,ya vi tu cara en un video que circula,"tu cara está en un video, circula un video tuyo",amenaza_deepfake,Derivado,coercion,0.85,,2026-04-25T00:55:23.959361,media
f2_177,Fase2,te compro ropa bonita si me mandas fotos,"te regalo ropa, te compro lo que quieras a cambio",transaccional,Derivado,emocional,0.75,,2026-04-25T00:55:23.959361,media
f4_148,Fase4,ya cayó el paquete,"llegó la carga, ya está el envío, la entrega está lista",código_operativo,Derivado,operativo,0.6,,2026-04-25T00:55:23.959361,baja
f4_149,Fase4,la carretera está limpia,"libre la ruta, no hay retenes, camino libre",código_alerta,Derivado,operativo,0.65,,2026-04-25T00:55:23.959361,baja
f4_150,Fase4,hay retén adelante,"retén en km X, cuidado hay control, policía adelante",código_alerta,Derivado,operativo,0.7,,2026-04-25T00:55:23.959361,baja
f4_151,Fase4,el contacto está en el punto,"el compa ya llegó, el enlace está listo",código_operativo,Derivado,operativo,0.6,,2026-04-25T00:55:23.959361,baja
f4_152,Fase4,manda las fotos del objetivo,"fotos del target, ubicación del objetivo, foto de la persona",orden_vigilancia,Derivado,operativo,0.8,,2026-04-25T00:55:23.959361,media
f1_200,Fase1,en este barrio todos saben quién manda,"aquí manda el cartel, todos saben, el barrio es nuestro",territorialidad,Derivado,sociocultural,0.6,,2026-04-25T00:55:23.959361,baja
f1_201,Fase1,te conviene estar del lado correcto,"mejor estar con nosotros, te conviene ser aliado",presión_comunitaria,Derivado,sociocultural,0.7,,2026-04-25T00:55:23.959361,media
f1_202,Fase1,el cartel ayuda al pueblo,"nosotros damos despensas, ayudamos a la gente",normalización,Derivado,sociocultural,0.6,,2026-04-25T00:55:23.959361,baja
f1_203,Fase1,aquí la ley somos nosotros,"la ley es el cartel, nosotros mandamos, aquí no hay gobierno",territorialidad,Derivado,sociocultural,0.65,,2026-04-25T00:55:23.959361,media
f3_138,Fase3,deposita 5000 pesos o publico todo,"deposita o difundo, manda 5mil o se entera tu familia",extorsión_financiera,Derivado,coercion,0.9,,2026-04-25T00:55:23.959361,media
f3_139,Fase3,ya hicimos un grupo con tus fotos,"grupo de WhatsApp con tus fotos, creamos un perfil falso tuyo",amenaza_digital,Derivado,coercion,0.9,,2026-04-25T00:55:23.959361,media
f3_140,Fase3,manda el dinero por CoDi o transferencia,"CoDi, transferencia SPEI, pago inmediato",extorsión_financiera,Derivado,financiero,0.7,,2026-04-25T00:55:23.959361,baja
f2_178,Fase2,tengo 15 años y estoy en prepa,"también estoy en la escuela, estoy en secundaria",suplantación_edad,Derivado,emocional,0.7,,2026-04-25T00:55:23.959361,media
f2_179,Fase2,también juego Free Fire qué nivel eres,"a qué nivel juegas, cuál es tu rango",contacto_gaming,Derivado,funcional,0.55,,2026-04-25T00:55:23.959361,baja
f2_180,Fase2,me gusta tu perfil te puedo seguir,"me gustó tu foto, qué bonita tu foto, tienes buen perfil",contacto_inicial,Derivado,funcional,0.55,,2026-04-25T00:55:23.959361,baja
f1_204,Fase1,los corridos cuentan la verdad,"la música dice la neta, los corridos son la vida real",normalización,Derivado,sociocultural,0.45,,2026-04-25T00:55:23.959361,baja
f1_205,Fase1,así es la vida en el barrio,"así se vive aquí, es normal, todos lo hacen",normalización,Derivado,sociocultural,0.5,,2026-04-25T00:55:23.959361,baja
f1_206,Fase1,el que no tranza no avanza,"hay que tranzar, el vivo del muerto, la maña es necesaria",normalización,Derivado,sociocultural,0.55,,2026-04-25T00:55:23.959361,media
f2_181,Fase2,entra a mi live te cuento cómo ganar dinero,"live de oportunidades, en vivo te explico, ven al stream",reclutamiento_live,Derivado,funcional,0.65,,2026-04-25T00:55:23.959361,baja
f2_182,Fase2,manda gifts en el live y te contacto,"manda regalos, compra coins y te explico",monetización_reclutamiento,Derivado,funcional,0.55,,2026-04-25T00:55:23.959361,baja
f2_183,Fase2,vi tu historia y me gustó,"bonita tu historia, vi tu story, me gustó tu reel",contacto_inicial,Derivado,funcional,0.5,,2026-04-25T00:55:23.959361,baja
f2_184,Fase2,te mando un link no le digas a nadie,"abre este link, entra a este enlace privado",phishing,Derivado,funcional,0.7,,2026-04-25T00:55:23.959361,media
f1_207,Fase1,la Santa Muerte nos protege,"Santa Muerte, la niña blanca, la flaquita protege",espiritualidad_criminal,Derivado,sociocultural,0.55,,2026-04-25T00:55:23.959361,media
f1_208,Fase1,San Judas Tadeo patrón de los desesperados,"San Juditas, el santo de la maña, patrono del narco",espiritualidad_criminal,Derivado,sociocultural,0.5,,2026-04-25T00:55:23.959361,media
f1_209,Fase1,Jesús Malverde protege a los narcos,"Malverde, santo de los narcos, patrono del crimen",espiritualidad_criminal,Derivado,sociocultural,0.5,,2026-04-25T00:55:23.959361,media
f2_185,Fase2,no seas maricón entra con nosotros,"no seas puto, échale huevos, no seas cobarde",presión_masculinidad,Derivado,emocional,0.7,,2026-04-25T00:55:23.959361,media
f2_186,Fase2,ya todos en la colonia están con nosotros,"todo el barrio trabaja, la colonia entera",presión_comunitaria,Derivado,emocional,0.65,,2026-04-25T00:55:23.959361,baja
f2_187,Fase2,si entras te presentamos al patrón,"conoces al jefe, te damos rango, subes rápido",incentivo_jerárquico,Derivado,funcional,0.6,,2026-04-25T00:55:23.959361,baja
f4_153,Fase4,código 1 alerta,"código 1, alerta 1, prioridad 1",código_alerta,Derivado,operativo,0.6,,2026-04-25T00:55:23.959361,baja
f4_154,Fase4,punto caliente,"zona caliente, zona roja, punto de riesgo",código_territorial,Derivado,operativo,0.65,,2026-04-25T00:55:23.959361,baja
f4_155,Fase4,zona fría,"zona segura, punto limpio, zona tranquila",código_territorial,Derivado,operativo,0.6,,2026-04-25T00:55:23.959361,baja
f4_156,Fase4,vamos a la playa,"vamos a la playa (hacer cita), vernos en la playa",código_cita,Xataka,operativo,0.7,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_157,Fase4,hace calor,hace calor (cita confirmada),código_confirmación,Xataka,operativo,0.65,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_158,Fase4,la cerveza está fría,"cerveza fría (en camino), ya salió la cerveza",código_tránsito,Xataka,operativo,0.7,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_159,Fase4,estoy con mi esposa,"con mi esposa (regresando), ya estoy con la mujer",código_retorno,Xataka,operativo,0.65,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_160,Fase4,tengo diarrea,diarrea (verificación en curso),código_verificación,Xataka,operativo,0.65,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_161,Fase4,Mercedes,Mercedes (transacción completada),código_completado,Xataka,operativo,0.65,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_162,Fase4,hamburguesa,hamburguesa (artículo no encontrado),código_faltante,Xataka,operativo,0.6,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_163,Fase4,me gusta tu hermana,tu hermana (problema encontrado),código_problema,Xataka,operativo,0.65,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_164,Fase4,vamos al cine,"cine (nos siguen con dinero), al cine",código_seguimiento,Xataka,operativo,0.7,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_165,Fase4,soda e hielo,"soda (metanfetamina), hielo (cristal)",código_droga,Infobae/DEA,operativo,0.75,https://www.infobae.com/mexico/2024/05/08/estas-son-las-aplicaciones-que-usan-el-cartel-de-sinaloa-y-los-chapitos-para-comunicarse-sin-dejar-rastro/,2026-04-25T00:59:27.502201,alta
f4_166,Fase4,100 200 500 (cantidades codificadas),"100=100mil, 200=200mil, números para cantidades",código_cantidad,DEA/Xataka,operativo,0.7,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f4_167,Fase4,color del día lunes rojo martes amarillo,"código de colores por día, rojo lunes, azul viernes",código_temporal,Xataka,operativo,0.65,https://www.xataka.com.mx/telecomunicaciones/estas-son-las-claves-y-metodos-que-usan-los-narcotraficantes-para-comunicarse,2026-04-25T00:59:27.502201,alta
f2_188,Fase2,acabo de crear mi perfil agrégame,"perfil nuevo, recién me hice cuenta, soy nuevo aquí",catfishing,WeLiveSecurity,funcional,0.6,https://www.welivesecurity.com/es/estafas-enganos/catfishing-5-senales-estafa/,2026-04-25T00:59:27.502201,media
f2_189,Fase2,nunca puedo hacer videollamada,"mi cámara no sirve, no tengo datos para video, después hacemos video",catfishing,WeLiveSecurity,funcional,0.65,https://www.welivesecurity.com/es/estafas-enganos/catfishing-5-senales-estafa/,2026-04-25T00:59:27.502201,media
f2_190,Fase2,te cuento un secreto personal mío,"te voy a contar algo íntimo, solo tú sabes esto",manipulación,WeLiveSecurity,emocional,0.7,https://www.welivesecurity.com/es/estafas-enganos/catfishing-5-senales-estafa/,2026-04-25T00:59:27.502201,media
f2_191,Fase2,siento que ya te conozco de toda la vida,"hay una conexión especial, es como si nos conociéramos",manipulación_emocional,WeLiveSecurity,emocional,0.6,https://www.welivesecurity.com/es/estafas-enganos/catfishing-5-senales-estafa/,2026-04-25T00:59:27.502201,media
f1_210,Fase1,6 de cada 10 empleos en redes son falsos,"empleo falso Facebook, mayoría de ofertas son estafa",estadística,Publimetro,económica,0.7,https://www.publimetro.com.mx/nacional/2025/03/18/cuidado-6-de-cada-10-empleos-en-redes-son-falsos-estafas-y-trampas-del-crimen/,2026-04-25T00:59:27.502201,alta
f1_211,Fase1,se solicita personal por inbox,"manda inbox, interesados al inbox, DM para más info",reclutamiento_digital,Derivado,funcional,0.65,,2026-04-25T00:59:27.502201,baja
f3_141,Fase3,eso nunca sucedió te lo estás inventando,"no pasó eso, estás loca/loco, te lo imaginas",gaslighting,La Mente es Maravillosa,emocional,0.75,https://lamenteesmaravillosa.com/las-frases-mas-comunes-de-los-manipuladores/,2026-04-25T00:59:27.502201,alta
f3_142,Fase3,si me quisieras de verdad lo harías,"hazlo por mí, si me amas demuéstralo, lo haces o no me quieres",chantaje_emocional,La Mente es Maravillosa,emocional,0.8,https://lamenteesmaravillosa.com/las-frases-mas-comunes-de-los-manipuladores/,2026-04-25T00:59:27.502201,alta
f3_143,Fase3,nadie más te va a querer como yo,"soy el único que te quiere, sin mí no eres nadie",dependencia,La Mente es Maravillosa,emocional,0.8,https://lamenteesmaravillosa.com/las-frases-mas-comunes-de-los-manipuladores/,2026-04-25T00:59:27.502201,alta
f3_144,Fase3,la culpa es tuya por hacerme enojar,"tú me provocas, es tu culpa, mira lo que me haces hacer",culpabilización,La Mente es Maravillosa,emocional,0.75,https://lamenteesmaravillosa.com/las-frases-mas-comunes-de-los-manipuladores/,2026-04-25T00:59:27.502201,alta
f3_145,Fase3,estás exagerando no es para tanto,"exageras, no es grave, estás siendo dramático/a",minimización,La Mente es Maravillosa,emocional,0.7,https://lamenteesmaravillosa.com/las-frases-mas-comunes-de-los-manipuladores/,2026-04-25T00:59:27.502201,alta
f2_192,Fase2,descarga esta app que se borran los mensajes,"app de mensajes que desaparecen, mensajes temporales, app efímera",migración_plataforma,Infobae,funcional,0.7,https://www.infobae.com/mexico/2024/05/08/estas-son-las-aplicaciones-que-usan-el-cartel-de-sinaloa-y-los-chapitos-para-comunicarse-sin-dejar-rastro/,2026-04-25T00:59:27.502201,alta
f2_193,Fase2,usa Wickr Me para hablar,"Wickr, Threema, app cifrada narco",migración_plataforma,Infobae/DEA,funcional,0.7,https://www.infobae.com/mexico/2024/05/08/estas-son-las-aplicaciones-que-usan-el-cartel-de-sinaloa-y-los-chapitos-para-comunicarse-sin-dejar-rastro/,2026-04-25T00:59:27.502201,alta
f1_212,Fase1,reclutan niños desde los 9 años,"desde los 9, desde chamaquitos, desde primaria",reclutamiento_edad_temprana,REDIM,sociocultural,0.8,https://blog.derechosinfancia.org.mx/2025/09/30/reclutamiento-y-utilizacion-de-ninas-ninos-y-adolescentes-por-agrupaciones-delictivas-en-mexico-2010-2023/,2026-04-25T00:59:27.502201,alta
f1_213,Fase1,niños de 6 a 12 años como mensajeros,"mensajero de 6 años, niño mandadero, chamaquito lleva recados",reclutamiento_menores,REDIM,sociocultural,0.8,https://blog.derechosinfancia.org.mx/2025/09/30/reclutamiento-y-utilizacion-de-ninas-ninos-y-adolescentes-por-agrupaciones-delictivas-en-mexico-2010-2023/,2026-04-25T00:59:27.502201,alta
f1_214,Fase1,trabajo de mesero bien pagado,"mesero, cantinero, garrotero",oferta_falsa,Derivado,económica,0.55,,2026-04-25T00:59:27.502201,baja
f1_215,Fase1,empleo en bodega o almacén,"almacenista, bodeguero, cargador de bodega",oferta_falsa,Derivado,económica,0.55,,2026-04-25T00:59:27.502201,baja
f1_216,Fase1,trabajo de repartidor buen sueldo,"repartidor, delivery, moto repartidor",oferta_falsa,Derivado,económica,0.55,,2026-04-25T00:59:27.502201,baja
f1_217,Fase1,promotora o edecán eventos VIP,"edecán, promotora, modelo eventos",oferta_falsa_trata,Derivado,económica,0.7,,2026-04-25T00:59:27.502201,media
